ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0002044731-24-000001	YES	101	0002044731	BIP Ventures Case Status Equity I, LLC	3575 PIEDMONT ROAD	BUILDING 15, SUITE 730	ATLANTA	GA	GEORGIA	30305	404-479-5782	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001972887-24-000001	YES	101	0001972887	Tiiga Inc.	700 R Street	Unit 80695	LINCOLN	NE	NEBRASKA	68501	402-937-6035	DELAWARE							Corporation		withinFiveYears	2020
0002018552-24-000034	YES	101	0002018552	USEDC 2024 Drilling Fund LP	1521 NORTH COOPER STREET	SUITE 400	ARLINGTON	TX	TEXAS	76011	16823052868	DELAWARE							Limited Partnership		withinFiveYears	2022
0001698513-24-000003	YES	101	0001698513	UserFirst Software, Inc.	121 N. 9TH STREET, SUITE 202		BOISE	ID	IDAHO	83702	888-882-3017	DELAWARE							Corporation		overFiveYears	
0002017546-24-000004	YES	101	0002017546	CONNECTED CAPITAL PRIVATE FUND I LLC	8 THE GREEN STE A		DOVER	DE	DELAWARE	19901	4237189111	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001645892-24-000001	YES	101	0001645892	Sonavex, Inc.	2835 O'Donnell Street	Suite 200	BALTIMORE	MD	MARYLAND	21224	443.862.2024	DELAWARE	Veridian Surgical, LLC						Corporation		overFiveYears	
0002044948-24-000002	YES	101	0002044948	Accrual, Inc.	1012 LOMA VISTA DRIVE		BEVERLY HILLS	CA	CALIFORNIA	90210	310-461-8697	DELAWARE				Accrual Inc.			Corporation		withinFiveYears	2024
0002033271-24-000002	YES	101	0002033271	Warner Robins Holding, LLC	550 SOUTH HILL ST	PO 882	LOS ANGELES	CA	CALIFORNIA	90013	714-585-9233	GEORGIA							Limited Liability Company		withinFiveYears	2024
0000899140-24-001291	YES	101	0001608327	Aeolus Property Catastrophe Spire PF Fund LP	THE ARGUS BUILDING, 7TH FLOOR	14 WESLEY STREET	HAMILTON	D0	BERMUDA	HM 11	441-405-4800	BERMUDA							Other	A Bermuda Exempted Limited Partnership	overFiveYears	
0000899140-24-001290	YES	101	0001608326	Aeolus Property Catastrophe Keystone PF Fund LP	THE ARGUS BUILDING, 7TH FLOOR	14 WESLEY STREET	HAMILTON	D0	BERMUDA	HM 11	441-405-4800	BERMUDA							Other	A Bermuda Exempted Limited Partnership	overFiveYears	
0002045456-24-000001	YES	101	0002045456	Nestar Energy Corp	1272 DUCKWOOD DRIVE		EAGAN	MN	MINNESOTA	55123	6123159053	DELAWARE							Corporation		withinFiveYears	2023
0001986625-24-000001	YES	101	0001986625	BA-0701 Fund I, a series of Roll Up Vehicles, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0002039925-24-000001	YES	101	0002039925	EquityZen Growth Technology Fund LLC - Series 1985	30 BROAD STREET	SUITE 1200	NEW YORK	NY	NEW YORK	10004	8774906121	DELAWARE							Limited Liability Company		withinFiveYears	2023
0000899140-24-001289	YES	101	0001955936	Post Oak Energy Partners V, LP	34 S. WYNDEN DRIVE, SUITE 300		HOUSTON	TX	TEXAS	77056	713-571-9393	DELAWARE							Limited Partnership		withinFiveYears	2022
0000898432-24-000934	YES	101	0001812402	FUNDSMITH RESERVE FUND, L.P.	C/O KRYPTON FUND SERVICES (BERMUDA) LTD	48 PAR LA VILLE ROAD	HAMILTON	D0	BERMUDA	HM 11	00 230 483 30 15	DELAWARE				Fundsmith Long/Short Fund, L.P.			Limited Partnership		withinFiveYears	2020
0002045398-24-000001	YES	101	0002045398	Tidal Permian LP	5501 MID CITIES PARKWAY	SUITE 200	SCHERTZ	TX	TEXAS	78154	210 945-9878	TEXAS							Limited Partnership		withinFiveYears	2023
0002044536-24-000002	YES	101	0002044536	KINEXUS OakIQ Copper Creek 1 LLC	421 N 20TH AVE		YAKIMA	WA	WASHINGTON	98902	5094534463	OHIO							Limited Liability Company		withinFiveYears	2024
0002041790-24-000001	YES	101	0002041790	Prime Independent Living Gastonia, LLC	751 ARBOR WAY	SUITE 210	BLUE BELL	PA	PENNSYLVANIA	19422	215-540-0505	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001993267-24-000002	YES	101	0001993267	Mad Capital Perennial Fund II, LLC	4845 PEARL EAST CIR STE 118 PMB 81902		BOULDER	CO	COLORADO	80301	312-380-1411	DELAWARE							Limited Liability Company		withinFiveYears	2023
0001315863-24-000834	YES	101	0001598883	Marlowe Partners Onshore Fund LP	915 BROADWAY	18TH FLOOR	NEW YORK	NY	NEW YORK	10010	212-409-1100	DELAWARE							Limited Partnership		overFiveYears	
0001376474-24-000701	YES	101	0001996366	Odiggo Inc.	883 N Shoreline Blvd, Suite A100		Mountain View	CA	CALIFORNIA	94043	650-207-2164	DELAWARE							Corporation		withinFiveYears	2019
0002040440-24-000001	YES	101	0002040440	John Brenkus Fund, LLC	980 BIRMINGHAM ROAD, SUITE 501-314		MILTON	GA	GEORGIA	30004	(310) 498-7707	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001985359-24-000002	YES	101	0001985359	Invicta Water, Inc.	2119 WEST WEBB AVENUE		BURLINGTON	NC	NORTH CAROLINA	27217	919-621-2936	DELAWARE							Corporation		withinFiveYears	2023
0002045433-24-000001	YES	101	0002045433	ALAB IMPACT FUND LLC	8 THE GREEN, SUITE B		DOVER	DE	DELAWARE	19901	801-367-8600	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001894040-24-000004	YES	101	0001894040	Conduktor Inc.	31 Hudson Yards	Floor 11	NEW YORK	NY	NEW YORK	10001	1 315 632 0517	DELAWARE							Corporation		withinFiveYears	2020
0002045111-24-000001	YES	101	0002045111	Stuut, Inc.	20 W 22ND STREET, SUITE 816		NEW YORK	NY	NEW YORK	10010	(914) 361-5680	DELAWARE							Corporation		withinFiveYears	2023
0002045274-24-000001	YES	101	0002045274	Peachtree Credit Fund IV Q, L.P.	3500 LENOX ROAD, SUITE 625		ATLANTA	GA	GEORGIA	30326	404-497-4111	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002025420-24-000001	YES	101	0002025420	Equitybee 22-30918, a Series of Equitybee cFund Master LLC	221 25TH ST		OGDEN	UT	UTAH	84401	6508471149	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001888784-24-000001	YES	101	0001888784	BC SCHOOLHOUSE INVESTORS, LLC	1200 17TH STREET	SUITE 970	DENVER	CO	COLORADO	80202	3034597330	COLORADO							Limited Liability Company		withinFiveYears	2021
0001905492-24-000004	YES	101	0001905492	SJ Medconnect, Inc.	77 ALVISO STREET		SANTA CLARA	CA	CALIFORNIA	95050	5163592924	DELAWARE							Corporation		overFiveYears	
0002045291-24-000001	YES	101	0002045291	Aqua Pura II SPV a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002045292-24-000001	YES	101	0002045292	Readyly Sep 2024 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002045293-24-000001	YES	101	0002045293	Be Global Safety Inc Oct 2024 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002045294-24-000001	YES	101	0002045294	New Era VC & Arda VC Valar a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002045328-24-000001	YES	101	0002045328	TenTrucks Inc.	531 N MAIN STREET		OSHKOSH	WI	WISCONSIN	54901	(414) 253-2733	DELAWARE	TenTrucks LLC						Corporation		withinFiveYears	2024
0001942063-24-000002	YES	101	0001942063	Diamond Creek Opportunities Fund, L.P.	101 PARK AVENUE	38TH FLOOR	NEW YORK	NY	NEW YORK	10017	847-732-8941	UTAH				Diamond Creek MCA Fund, L.P.			Limited Partnership		withinFiveYears	2022
0002044908-24-000001	YES	101	0002044908	Chapel 24 LLC	10974 WOLF AVENUE NE		HARTVILLE	OH	OHIO	44632	330-354-1644	OHIO							Limited Liability Company		withinFiveYears	2024
0002045210-24-000001	YES	101	0002045210	Multi 2024 07 a Series of Story Capital Growth Vehicle LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002023180-24-000003	YES	101	0002023180	Incluud, Inc.	111 N 7th Street	Ste 42	COEUR D'ALENE	ID	IDAHO	83814	425-890-7401	DELAWARE							Corporation		withinFiveYears	2023
0002044129-24-000001	YES	101	0002044129	Cosmic 20241, L.P.	8605 SANTA MONICA BLVD, #29166		WEST HOLLYWOOD	CA	CALIFORNIA	90069-4109	415-606-3942	DELAWARE							Limited Partnership		withinFiveYears	2024
0002045417-24-000001	YES	101	0002045417	GRWTH FUND, LLC	8 THE GREEN, SUITE B		DOVER	DE	DELAWARE	19901	561-220-4435	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002042534-24-000001	YES	101	0002042534	EquityZen Growth Technology Fund LLC - Series 1998	30 BROAD STREET	SUITE 1200	NEW YORK	NY	NEW YORK	10004	8774906121	DELAWARE							Limited Liability Company		withinFiveYears	2023
0001857918-24-000002	YES	101	0001857918	Arcade Software, Inc.	500 Chelmsford Road		Hillsborough	CA	CALIFORNIA	94010	(617) 513-3740	DELAWARE	Alchemist Technologies Inc.						Corporation		withinFiveYears	2020
0001315863-24-000833	YES	101	0001999586	International Infrastructure Finance Co IV SCSp	1325 North Beach Street, Suite 201		PHILADELPHIA	PA	PENNSYLVANIA	19125	215.701.9690	LUXEMBOURG							Other	a Luxembourg Special Limited Partnership	withinFiveYears	2023
0000897069-24-002178	YES	101	0002042714	Strategic Venture Capital Access Fund, L.P.	C/O COMPLIANCE DEPARTMENT	60 EAST 42ND STREET, 28TH FLOOR	NEW YORK	NY	NEW YORK	10165	(212) 994-7400	DELAWARE							Limited Partnership		withinFiveYears	2024
0001784582-24-000002	YES	101	0001784582	Candu, Inc.	610 JAY ST		LOS ALTOS	CA	CALIFORNIA	94022	650-948-8501	DELAWARE							Corporation		overFiveYears	
0002045212-24-000001	YES	101	0002045212	Genesis Computing Oct 2024 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0000897069-24-002177	YES	101	0002045110	Premier Casper Access Fund LP	C/O COMPLIANCE DEPARTMENT	60 EAST 42ND STREET, 28TH FLOOR	NEW YORK	NY	NEW YORK	10165	(212) 994-7400	DELAWARE							Limited Partnership		withinFiveYears	2024
0000945621-24-000956	YES	101	0002030239	Belnova Capital Fund LLC	ONE POST OFFICE SQUARE		BOSTON	MA	MASSACHUSETTS	02109	617-482-8260	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001812169-24-000002	YES	101	0001812169	Trailhead Income LP	300 BARR HARBOR DRIVE	SUITE 260	WEST CONSHOHOCKEN	PA	PENNSYLVANIA	19428	4842784017	DELAWARE							Limited Partnership		withinFiveYears	2020
0001183740-24-000091	YES	101	0001827401	BRIGHT MINDS BIOSCIENCES INC.	19 VESTRY STREET		NEW YORK	NY	NEW YORK	10013	6474072515	BRITISH COLUMBIA, CANADA	1210954 BC Ltd.						Corporation		overFiveYears	
0002045213-24-000001	YES	101	0002045213	Soleil Space Oct 2024 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001725608-24-000003	YES	101	0001725608	Hancock Timberland & Farmland Fund LP	197 CLARENDON ST	C-08-99	BOSTON	MA	MASSACHUSETTS	02116	617-747-1600	DELAWARE							Limited Partnership		overFiveYears	
0001743944-24-000003	YES	101	0001812169	Trailhead Income LP	300 BARR HARBOR DRIVE	SUITE 260	WEST CONSHOHOCKEN	PA	PENNSYLVANIA	19428	4842784017	DELAWARE							Limited Partnership		withinFiveYears	2020
0002045214-24-000001	YES	101	0002045214	CogScAi Sep 2024 a Series of MoVi Capital Partners LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002045418-24-000001	YES	101	0002045418	QASF Capital LP	830 WALDEN LANE		LAKE FOREST	IL	ILLINOIS	60045	202-808-1080	DELAWARE							Limited Partnership		withinFiveYears	2024
0001743944-24-000002	YES	101	0001812169	Trailhead Income LP	300 BARR HARBOR DRIVE	SUITE 260	WEST CONSHOHOCKEN	PA	PENNSYLVANIA	19428	4842784017	DELAWARE							Limited Partnership		withinFiveYears	2020
0002045224-24-000001	YES	101	0002045224	EQS 2024 a Series of Anchor Capital GP II LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002045223-24-000001	YES	101	0002045223	Scape Carbon Oct 2024 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001858421-24-000005	YES	101	0001858421	Autopilot Holdings Corp	200 Spectrum Center Drive	Suite 300	Irvine	CA	CALIFORNIA	92618	9499818165	DELAWARE				Iris Social Stock App INC.	Iris Social Stock App, Inc.		Corporation		withinFiveYears	2020
0002045222-24-000001	YES	101	0002045222	Eterneva I a Series of Republic Deal Room Master Fund LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001967781-24-000002	YES	101	0001967781	RE-OPS, Inc.	11450 US HWY 380	SUITE 130 #247	CROSS ROADS	TX	TEXAS	76227	6785921069	DELAWARE							Corporation		withinFiveYears	2022
0002045221-24-000001	YES	101	0002045221	GSBackers BrewBird Fund I P2P a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001743944-24-000001	YES	101	0001743944	GC Opportunities 2 Private Fund LP	300 Barr Harbor Drive	Suite 260	West Conshohocken	PA	PENNSYLVANIA	19428	4842784017	DELAWARE							Limited Partnership		overFiveYears	
0002045220-24-000001	YES	101	0002045220	Lusso Cloud Oct 2024 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002045196-24-000001	YES	101	0002045196	PG St. Augustine DST	3500 LENOX ROAD NE	SUITE 625	ATLANTA	GA	GEORGIA	30326	404-497-4111	DELAWARE							Other	Statutory Trust	withinFiveYears	2024
0002045219-24-000001	YES	101	0002045219	Homies II OpenAI SPV Oct 2024 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002045423-24-000001	YES	101	0002045423	JLLX Diversified VIII, DST	333 WEST WACKER DRIVE	SUITE 2300	CHICAGO	IL	ILLINOIS	60606	(312) 897-4000	DELAWARE							Other	Statutory Trust	withinFiveYears	2024
0001895093-24-000001	YES	101	0001895093	STERLING AVONDALE QOF LLC	6939 East 1st Street		SCOTTSDALE	AZ	ARIZONA	85251	4134411714	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002045218-24-000001	YES	101	0002045218	FUZE Series A a Series of Tuller Capital Group LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002045217-24-000001	YES	101	0002045217	SpaceX Jul 2024 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002045216-24-000001	YES	101	0002045216	OPX2024 Anduril a Series of Opulentia Ventures LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001957266-24-000001	YES	101	0001957266	Trident Capital Investments	C/O APEX FUND SERVICES (MAURITIUS) LTD	6th Floor, Two Tribeca, Tribeca Central	Trianon	O4	MAURITIUS	72261	230 404 8800	MAURITIUS							Other	Mauritius public company limited by shares	withinFiveYears	2020
0002035458-24-000001	YES	101	0002035458	DCVC Climate Access, L.P.	270 UNIVERSITY AVENUE		PALO ALTO	CA	CALIFORNIA	94301	4158407337	DELAWARE							Limited Partnership		withinFiveYears	2024
0002045215-24-000001	YES	101	0002045215	otis ai Oct 2024 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002045211-24-000001	YES	101	0002045211	Canva Oct 2024 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001996650-24-000001	YES	101	0001996650	FI-1004 Gaingels Fund I, a series of Zachary Ginsburg Funds, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0002045400-24-000001	YES	101	0002045400	GM Maverick Holdings LLC	2810 JACKSON AVENUE	SUITE 6S	LONG ISLAND CITY	NY	NEW YORK	11101	9295672180	DELAWARE							Limited Liability Company		withinFiveYears	2020
0002045040-24-000001	YES	101	0002045040	Greenleaf Investment Partners L122, LLC	3081 HOLCOMB BRIDGE RD	SUITE A2	NORCROSS	GA	GEORGIA	30071	866-213-0577	GEORGIA							Limited Liability Company		withinFiveYears	2024
0002045295-24-000001	YES	101	0002045295	Eterneva II a Series of Republic Deal Room Master Fund LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002045296-24-000001	YES	101	0002045296	Lynq II a Series of Republic Deal Room Master Fund LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002043365-24-000004	YES	101	0002043322	AUGUREY VENTURES I, LLC - COREWEAVE A	33 S. WOOD AVE	SUITE 600	ISELIN	NJ	NEW JERSEY	08830	732-475-4001	DELAWARE							Limited Liability Company		withinFiveYears	2022
0002045297-24-000001	YES	101	0002045297	X Robotics I a Series of Republic Deal Room Master Fund LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2024
0001574173-24-000001	YES	101	0001574173	Coherence Long/Short Credit Fund, Ltd.	C/O CONYERS TRUST COMPANY (CAYMAN) LTD.	CRICKET SQUARE, HUTCHINS DRIVE, POB 2681	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1111	345-945-3901	CAYMAN ISLANDS				Lazard Coherence Long/Short Credit Fund, Ltd.	Coherence Capital Spectrum Fund Offshore, Ltd.		Corporation		overFiveYears	
0001841059-24-000002	YES	101	0001841059	GC FinTech Fund, LP	300 BARR HARBOR DRIVE	SUITE 260	WEST CONSHOHOCKEN	PA	PENNSYLVANIA	19428	484-278-4017	DELAWARE							Limited Partnership		withinFiveYears	2020
0001574172-24-000001	YES	101	0001574172	Coherence Long/Short Credit Fund, L.P.	809 BROADWAY	6TH FLOOR	NEW YORK	NY	NEW YORK	10003	212-887-4402	DELAWARE				Lazard Coherence Long/Short Credit Fund, L.P.	Coherence Capital Spectrum Fund Onshore, LP		Limited Partnership		overFiveYears	
0002043365-24-000003	YES	101	0002042899	AUGUREY VENTURES I, LLC - FIGURE A	33 S. WOOD AVE	SUITE 600	ISELIN	NJ	NEW JERSEY	08830	732-475-4001	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001718715-24-000003	YES	101	0001718715	Zenflow, Inc.	395 OYSTER POINT BLVD, STE. 501		SOUTH SAN FRANCISCO	CA	CALIFORNIA	94080	(650) 419-7556	DELAWARE	Torix Medical, Inc.						Corporation		overFiveYears	
0002045399-24-000001	YES	101	0002045399	Parker Fee Oilfield, LP	25 HIGHLAND PARK VILLAGE	SUITE 100-771	DALLAS	TX	TEXAS	75205	2147041951	TEXAS							Limited Partnership		withinFiveYears	2024
0002043365-24-000002	YES	101	0002043410	AUGUREY VENTURES I, LLC - WAVEAEROSPACE A	33 S. WOOD AVE	SUITE 600	ISELIN	NJ	NEW JERSEY	08830	732-475-4001	DELAWARE							Limited Liability Company		withinFiveYears	2022
0000912282-24-000818	YES	101	0001722214	Signal Gold Inc.	20 Adelaide St. East	Suite 401	Toronto	A6	ONTARIO, CANADA	M5C 2T6	4163046622	ONTARIO, CANADA	Anaconda Mining Inc.			Anaconda Mining Inc			Corporation		overFiveYears	
0001847843-24-000001	YES	101	0001847843	BKCM DeFi Fund, LLC	1603 CAPITOL AVENUE	SUITE 319	CHEYENNE	WY	WYOMING	82001	3073166050	DELAWARE							Limited Liability Company		withinFiveYears	2021
0001941585-24-000002	YES	101	0001941585	On3 Media, Inc.	8011 BROOKS CHAPEL RD.	UNIT 3348	BRENTWOOD	TN	TENNESSEE	37027	615-804-0619	DELAWARE	On3 Media, LLP						Corporation		withinFiveYears	2020
0001962955-24-000001	YES	101	0001962955	Recursive Fund I a series of Recursive Genesis LP	1007 N Orange St	4th Floor Suite #3435	Wilmington	DE	DELAWARE	19801	8024440039	DELAWARE							Limited Partnership		withinFiveYears	2022
0001999929-24-000004	YES	101	0001999929	KMX Technologies, Inc.	29 LOW ROAD		SHARON	CT	CONNECTICUT	06069	5128392968	DELAWARE							Corporation		withinFiveYears	2023
0002043365-24-000001	YES	101	0002043365	AUGUREY VENTURES I, LLC - EPIBONE A	33 S. WOOD AVE	SUITE 600	ISELIN	NJ	NEW JERSEY	08830	732-475-4001	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001895372-24-000001	YES	101	0001895372	Empire Village at Chatham Hills, LLC	6617 N. SCOTTSDALE ROAD, SUITE 101		SCOTTSDALE	AZ	ARIZONA	85250	(480) 546-7900	DELAWARE							Limited Liability Company		withinFiveYears	2021
0002043933-24-000002	YES	101	0002043933	Katha-CA-0626 Fund I, a series of AngelList Funds 2024, LP	119 South Main St, Suite 220		SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0002042922-24-000001	YES	101	0002042922	Austin 24, LLC	234 Magee Crossing		Breinigsville	PA	PENNSYLVANIA	18031	610-772-4930	PENNSYLVANIA							Limited Liability Company		withinFiveYears	2024
0001954217-24-000001	YES	101	0001954217	Collective Exchange Fund, L.P.	3940 Broad St	Ste. 7421	San Luis Obispo	CA	CALIFORNIA	93401	18889775228	DELAWARE							Limited Partnership		withinFiveYears	2022
0002043793-24-000002	YES	101	0002043793	PA-1003 Fund I, a series of Roll Up Vehicles, LP	119 South Main Street, Suite 220		SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0002041623-24-000002	YES	101	0002041623	TE-1015 Fund I, a series of Evening Fund, LP	119 SOUTH MAIN STREET	SUITE 220	SEATTLE	WA	WASHINGTON	98104	2068016359	DELAWARE							Limited Partnership		withinFiveYears	2024
0002045340-24-000001	YES	101	0002045340	Brain Temp, Inc.	160 LLOYD ROAD		MONTCLAIR,	NJ	NEW JERSEY	07042	207 831 2060	DELAWARE							Corporation		overFiveYears	
