ACCESSIONNUMBER	INDUSTRYGROUPTYPE	INVESTMENTFUNDTYPE	IS40ACT	REVENUERANGE	AGGREGATENETASSETVALUERANGE	FEDERALEXEMPTIONS_ITEMS_LIST	ISAMENDMENT	PREVIOUSACCESSIONNUMBER	SALE_DATE	YETTOOCCUR	MORETHANONEYEAR	ISEQUITYTYPE	ISDEBTTYPE	ISOPTIONTOACQUIRETYPE	ISSECURITYTOBEACQUIREDTYPE	ISPOOLEDINVESTMENTFUNDTYPE	ISTENANTINCOMMONTYPE	ISMINERALPROPERTYTYPE	ISOTHERTYPE	DESCRIPTIONOFOTHERTYPE	ISBUSINESSCOMBINATIONTRANS	BUSCOMBCLARIFICATIONOFRESP	MINIMUMINVESTMENTACCEPTED	OVER100RECIPIENTFLAG	TOTALOFFERINGAMOUNT	TOTALAMOUNTSOLD	TOTALREMAINING	SALESAMTCLARIFICATIONOFRESP	HASNONACCREDITEDINVESTORS	NUMBERNONACCREDITEDINVESTORS	TOTALNUMBERALREADYINVESTED	SALESCOMM_DOLLARAMOUNT	SALESCOMM_ISESTIMATE	FINDERSFEE_DOLLARAMOUNT	FINDERSFEE_ISESTIMATE	FINDERFEECLARIFICATIONOFRESP	GROSSPROCEEDSUSED_DOLLARAMOUNT	GROSSPROCEEDSUSED_ISESTIMATE	GROSSPROCEEDSUSED_CLAROFRESP	AUTHORIZEDREPRESENTATIVE
0002040590-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-11-13		false					true					false		5000		325000	325000	0		false		10	0		0			0		This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002038724-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-11-13		false					true					false		1000		123820	123820	0		false		35	0		0			7000	true	This amount represents the dollar value of a one-time fee and an annual fee paid to the fund administrator and/or its affiliates to cover administrative expenses for the life of the fund.	false
0002027772-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2024-11-13		false					true					false		5000		190000	190000	0		false		10	0		0			0			false
0001998449-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0000935836-23-000669	2023-10-24		true	true				true			true	Limited Partner Interests	false		0		Indefinite	0	Indefinite		false		18	0	true	6000	true		0	true	None, although the general partner of the issuer and its affiliate receive investment management fees and carried interest distributions.	false
0001493130-24-000002	Other Technology			$1 - $1,000,000		06b	false		2024-11-01		false	true		true	true				true	Unit offering, each Unit consists of one common share and one nontransferable common share purchase warrant, each warrant is exercisable at CAD$0.22 for 36 months.	false		0		3004851	3004851	0		false		17	36609		0		Received combination of cash and warrants (each warrant is exercisable at CAD$0.22 for 36 months).	0			false
0001998945-24-000001	Other			Decline to Disclose		06b	false		2024-10-30		false			true							false		0		2300000	400000	1900000		false		9	0		0			0			false
0002044527-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	false		2024-10-30		false					true					false		100000		100000000	15541666	84458334		false		14	0		0			0			false
0002042918-24-000001	Commercial			Decline to Disclose		06b	false		2024-10-23		false	true									false		10000		690000	690000	0		true	4	10	0		0			0			false
0001512228-24-000001	Other			Decline to Disclose		06b	false		2024-11-13		false	true		true							false		0		3500776	3500776	0		false		46	22419		0			254000		Repayment of balance outstanding balance under the loan agreement between the Company and Mark Smith, dated September 11, 2024.	false
0001999124-24-000001	Other Health Care			Decline to Disclose		06b	false		2024-11-01		false	true									true	Acquisition pursuant to a SPA dated Oct 31/24 among HW, Mutuo Health Solutions Inc., and all of the shareholders of Mutuo, whereby HW acquired 51.1% of the shares of Mutuo on a fully-diluted basis from the Vendors in consideration for shares of HW.	0		66807	66807	0	CAD$93,073. Based on the Bank of Canada exchange rate of 0.7178 on November 1, 2024, which consists of shares of the issuer.	false		1	0		0			0			false
0002044716-24-000001	Commercial			No Revenues		06b	false		2024-10-31		false	true									true	Commercial Property Acquisition	25000		1950000	1950000	0		false		3	0		0			0			false
0002044716-24-000002	Commercial			$1 - $1,000,000		06b	false		2024-10-31		false	true									true	Commercial Real estate acquisition	25000		1711000	1711000	0		false		19	0		0			0			false
0002044582-24-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0001710824-24-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06c, 3C, 3C.1	true	0001995073-23-000001	2023-11-19		true					true			true	Limited Partnership Interests	false		0		Indefinite	4576000	Indefinite		false		22	0	true	0	true		0	true	Kirsch Capital LLC and certain persons listed in Item 3 may receive a management fee based on the value of the issuer's assets and/or a performance-based fee based on the issuer's profits.	false
0001998449-24-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001998449-24-000001	2023-10-24		true	true				true			true	Limited Partner Interests	false		0		Indefinite	6475000	Indefinite		false		18	0	true	6000	true		0	true	None, although the general partner of the issuer and its affiliate receive investment management fees and carried interest distributions.	false
0000929638-24-003861	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		3C.7, 06b, 3C	false		2024-07-29		false	true				true			true	Series B Limited Partnership Interests. The initial Capital Commitment of $1,000,000 may be modified by the General Partner, in its sole discretion.	false		0		Indefinite	8950000	Indefinite		false		1	67125		0		Sales commissions above are the placement fee for sales made through William Blair & Company, LLC in the amount of $67,125.00.	0			false
0000929638-24-003862	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		3C.7, 06b, 3C	false		2024-10-18		false	true				true			true	Series D, E and F Limited Partnership Interests. The initial Capital Commitment of $1,000,000 may be modified by the General Partner, in its sole discretion.	false		0		Indefinite	40269267	Indefinite		false		10	1005413		0		DC Advisors Limited was the placement with respect to non-US investors, sales commission above reflect sales to non-US investors in the amount of $300,014.40 for the Series E investments and $705,398.40 for series F investments.	0			false
0002043142-24-000001	Other Technology			Decline to Disclose		06b	false		2023-12-11		true		true								false		0		4500000	2675000	1825000		false		23	0		0			0			false
0001952655-24-000001	Pooled Investment Fund	Venture Capital Fund	false	Not Applicable		06b, 3C, 3C.7	true	0001952655-22-000001	2022-11-22		false					true					false		0		Indefinite	377992500	Indefinite		false		136	0	true	0	true	Sales Commissions may be paid to the recipients disclosed in Item 12 over time as a result of the sales of certain interests in the Issuer and/or certain related entities.	0	true	An affiliate of the General Partner will receive a management fee from the Issuer for management services. The management fee is disclosed in the Issuer's governing agreement.	false
0001921597-24-000001	Other Technology			Decline to Disclose		06b	false		2024-11-07		false	true									false		0		500000	299999	200001		false		1	0		0			0			false
0002042456-24-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false		2024-10-29		false	true				true					false		0		Indefinite	10000000	Indefinite		false		1	100000	true	0			0			false
0001654954-24-014284	Oil and Gas			Decline to Disclose		06b	false			true	false	true									false		0		20000000	0	20000000		false		0	0		0			0			
0002042456-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	true	0001567619-22-022016	2022-12-20		false	true				true					false		0		Indefinite	115000000	Indefinite		false		48	750000	true	0			0			false
0001995156-24-000002	Other Real Estate			Decline to Disclose		06b	true	0001995156-23-000001	2023-11-14		true								true	Limited Partnership Interests	false		0		Indefinite	65500000	Indefinite		false		11	90000		0			0	true	Certain persons named in Item 3 or affiliates thereof may receive payments deemed to be made from the proceeds of the offering, including management, management services, and administrative fees, the amounts of which cannot be estimated at this time.	false
0001966038-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0000898432-23-000438	2023-06-21		true					true					false		0		200000000	41585000	158415000		false		77	0		0			0			false
0002044105-24-000001	Retailing			Decline to Disclose		06b	false		2024-10-31		false	true		true							false		0		2200002	2200002	0		false		2	0		0			0			false
0002044153-24-000001	Other			Decline to Disclose		06b	false		2024-10-31		false	true									false		0		999777	999777	0	CAD $1,394,195 converted to U.S. dollars based upon the closing exchange rate on November 12, 2024, as reported by the Wall Street Journal, of CAD $1.00 to U.S. $ 0.7171.	false		2	0		0			0			false
0002044586-24-000001	Commercial			Decline to Disclose		06b, 3C, 3C.5	false			true	false	true									false		100000		25000000	0	25000000		false		0	0		0			0		Manager are taking no fees	false
0001013594-24-000943	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001013594-24-000316	2015-04-01		true	true				true					false		0		Indefinite	563995436	Indefinite		false		54	0		0			0	true	"Lion Point Capital, LP, the  Investment Manager of the Issuer (""IM""), is entitled to receive an annual management fee that is equal to a percentage of the Issuer's net asset value."	false
0002027609-24-000004	Pooled Investment Fund	Private Equity Fund	false	Not Applicable		06c, 3C, 3C.1, 3C.5	true	0002027609-24-000002	2024-06-14		false	true				true					false		50000		5000000	4780000	220000		false		33	0		0			0			false
0002044717-24-000001	Other Health Care			No Revenues		04, 06b, 4a5	false		2024-10-16		false	true									false		15000		500000	306441	193559		false		4	0		0			150000	true	Development fee made payable to Nexus Surgical Partners, LLC	false
0002044706-24-000001	Other			Decline to Disclose		06b	false		2024-09-11		false	true	true								false		0		3500000	3500000	0		true	4	4	0		0			0			false
0002044044-24-000002	Other Real Estate			Decline to Disclose		06b	false		2024-11-01		false	true									false		0		875000	875000	0		false		19	0		0			0			false
0002044477-24-000001	Other			Decline to Disclose		06b	false		2024-10-29		false	true									false		25000		1950000	1560000	390000		false		16	0		0			0			false
0002044373-24-000001	Other Banking and Financial Services			Decline to Disclose		06b	false			true	false	true							true	Class A Units and/or Class B-1 Units	true		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0002044730-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1, 3C.5, 3C.7	false		2024-10-29		false	true				true					false		0		2600000	2600000	0		false		9	0		0			0			false
0002044742-24-000001	Commercial			Decline to Disclose		06c, 3C, 3C.1	false			true	true	true				true					false		25000		30000000	0	30000000		false		0	0		0			0			false
0002044005-24-000002	Residential			No Revenues		3C, 3C.1, 3C.7	false		2024-10-31		false	true				true					false		500000		13000000	11150000	1850000		false		14	0		0			0			false
0002034192-24-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false		2024-11-05		true					true					false		5000		Indefinite	32065000	Indefinite		false		43	0		0			0			false
0002026219-24-000011	Other Real Estate			Decline to Disclose		06c, 3C, 3C.5	true	0002026219-24-000010	2024-06-26		false	true				true					false		100000		46439932	41421181	5018751	Regarding Item 11, the Issuer may accept smaller investments in the Sponsor's sole discretion.	false		84	4063494	true	0	true	Sales Commissions include estimates of the maximum amount of Selling Commissions and Dealer Fees that may be paid.	1078640	true	Item 16 is an estimate of offering expenses and acquisition fees that may accrue to one or more Related Persons.	false
0002040499-24-000001	Other			Decline to Disclose		04, 06b, 3C, 3C.1	false		2024-08-12		false					true					false		5000		52907	52907	0		false		3	0		0			5064		This amount represents a one-time cost to cover fund organization and operating expenses.	false
0002043485-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false		2024-10-22		false	true				true					false		0		Indefinite	57500000	Indefinite		false		2	0		0			0			false
0002044726-24-000001	Other			No Revenues		06c	false		2024-10-23		false	true									false		50000		5000000	50000	4950000		false		1	0		0			0	true	Organizational and Setup Fee of 2% of the Capital Contributions of the Company	false
0002043205-24-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	true					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0002044650-24-000004	REITS and Finance			Decline to Disclose		06b	false			true	false	true							true	Class B Preferred Interests	false		1000		125000	0	125000		false		0	6520		0			0			false
0001807063-24-000002	Biotechnology			Decline to Disclose		06b	false		2024-10-29		false		true								false		0		1000000	150000	850000		false		2	0		0			0			false
0002044588-24-000001	Pooled Investment Fund	Venture Capital Fund	false	No Revenues		06b	false		2024-10-25		false					true					false		10000		500000	150000	350000		false		3	0		0			0	true	General Partner will receive a management fee of a percentage of investments under management.	false
0002044650-24-000003	REITS and Finance			Decline to Disclose		06b	false			true	false	true							true	Class B Preferred Interests	false		1000		125000	0	125000		false		0	6520		0			0			false
